%
% vkf.csv -- Verständniskontrollfragen
%
% (c) 2025 Prof Dr Andreas Müller
%
% Woche 01
1,1,73,10000079
1,1,74,10000080
1,1,75,10000081
1,1,76,10000082
1,1,77,10000083
1,1,78,10000084
1,1,79,10000085
1,1,80,10000086
% Woche 02
2,1,81,10000087
2,1,82,10000088
2,1,83,10000089
2,1,84,10000090
2,1,85,10000091
2,1,86,10000092
2,1,87,10000093
% Woche 03
3,1,88,10000094
3,1,89,10000095
3,1,90,10000096
3,1,91,10000097
3,1,92,10000098
3,1,93,10000099
3,1,94,10000100
% Woche 04
% Woche 05
% Woche 06
% Woche 07
% Woche 08
% Woche 09
% Woche 10
% Woche 11
% Woche 12
% Woche 13
% Woche 14
